latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
37.76373,-122.45248,House,Entire home/apt,2,3,2,360.0
37.73854,-122.46608,House,Entire home/apt,1,1,2,130.0
37.79875,-122.40544,Bed and breakfast,Private room,0,1,1,95.0
37.78974,-122.43439,House,Private room,1,1,1,139.0
37.75726,-122.44502,Guest suite,Entire home/apt,1,1,30,130.0
37.75489,-122.41021,House,Private room,1,1,2,175.0
37.77412,-122.42333,Apartment,Entire home/apt,1,1,30,110.0
37.75363,-122.43706,Apartment,Private room,1,1,30,105.0
37.75147,-122.43493,Apartment,Private room,1,1,30,155.0
37.75375,-122.43709,Apartment,Private room,2,4,30,369.0
37.79891,-122.40611,Bed and breakfast,Shared room,10,1,1,38.0
37.77914,-122.44413,Apartment,Entire home/apt,1,2,2,225.0
37.74471,-122.41796,House,Entire home/apt,1,2,30,200.0
37.73366,-122.4271,Apartment,Entire home/apt,1,1,31,100.0
37.74792,-122.42126,Apartment,Entire home/apt,1,2,2,299.0
37.77836,-122.43989,Condominium,Private room,1,1,4,65.0
37.75742,-122.42365,Apartment,Entire home/apt,1,1,30,180.0
37.73354,-122.43711,Apartment,Entire home/apt,1,1,1,120.0
37.80291,-122.41626,Apartment,Entire home/apt,1,1,2,350.0
37.79938,-122.40549,Bed and breakfast,Shared room,10,1,1,38.0
37.79894,-122.40596,Bed and breakfast,Shared room,10,1,1,38.0
37.79883,-122.40474,Bed and breakfast,Shared room,0,1,1,38.0
37.7343,-122.38795,Guest suite,Entire home/apt,1,1,2,95.0
37.75419,-122.4159,Apartment,Entire home/apt,1,2,30,290.0
37.75223,-122.42856,Guest suite,Entire home/apt,1,1,3,259.0
37.76862,-122.42444,Apartment,Private room,1,1,3,100.0
37.74089,-122.4121,Apartment,Entire home/apt,1,2,2,139.0
37.7757,-122.44066,Apartment,Entire home/apt,1,2,1,195.0
37.80221,-122.41342,Apartment,Entire home/apt,1,1,5,170.0
37.78347,-122.45328,Apartment,Entire home/apt,1,1,30,99.0
37.74933,-122.41079,Apartment,Entire home/apt,2,3,3,300.0
37.77593,-122.4142,Apartment,Private room,1,1,1,176.0
37.77852,-122.44109,House,Entire home/apt,2,2,2,250.0
37.79054,-122.42005,Apartment,Private room,1,1,30,60.0
37.7831,-122.47429,Apartment,Private room,1,1,30,90.0
37.76031,-122.49249,Guest suite,Private room,1,1,2,93.0
37.78689,-122.38829,Apartment,Entire home/apt,2,2,180,500.0
37.78279,-122.44161,Apartment,Private room,1,1,30,97.0
37.75878,-122.40767,House,Entire home/apt,1,1,1,175.0
37.80154,-122.40481,Apartment,Entire home/apt,1,0,30,215.0
37.72944,-122.46475,House,Entire home/apt,1,2,2,300.0
37.75301,-122.40405,Guest suite,Entire home/apt,1,1,3,175.0
37.759,-122.42132,Apartment,Entire home/apt,1,0,30,99.0
37.74973,-122.41485,Apartment,Entire home/apt,1,1,4,290.0
37.73219,-122.40815,Apartment,Entire home/apt,1,2,2,139.0
37.77549,-122.44126,Apartment,Entire home/apt,1,2,30,150.0
37.75507,-122.41682,Apartment,Private room,1,2,4,169.0
37.79786,-122.42571,Hotel,Hotel room,1,1,1,99.0
37.79766,-122.42534,Hotel,Private room,1,1,1,109.0
37.76035,-122.39416,Apartment,Entire home/apt,2,3,365,296.0
37.78612,-122.48647,Apartment,Private room,1,1,1,150.0
37.78682,-122.40925,Boutique hotel,Private room,1,1,1,110.0
37.76428,-122.4345,Apartment,Private room,1,1,3,120.0
37.72644,-122.42861,House,Private room,1,1,2,95.0
37.73416,-122.39198,House,Private room,1,1,1,62.0
37.74311,-122.42942,Apartment,Entire home/apt,1,1,110,220.0
37.72593,-122.43337,House,Private room,1,1,13,59.0
37.80098,-122.43908,Apartment,Entire home/apt,1,2,30,350.0
37.74471,-122.43134,Guest suite,Entire home/apt,1,1,1,140.0
37.74498,-122.43274,House,Entire home/apt,2,3,3,575.0
37.76501,-122.42251,Apartment,Entire home/apt,1,1,30,99.0
37.79892,-122.40408,Bed and breakfast,Shared room,10,1,1,38.0
37.75153,-122.44308,House,Private room,2,2,30,135.0
37.74951,-122.43947,House,Entire home/apt,2,3,4,545.0
37.76612,-122.45174,Guest suite,Entire home/apt,1,1,2,139.0
37.78739,-122.40934,Condominium,Entire home/apt,1,0,1,249.0
37.74325,-122.41639,Guest suite,Entire home/apt,1,1,30,119.0
37.79688,-122.43119,Apartment,Entire home/apt,2,2,30,107.0
37.77836,-122.43124,House,Private room,1,1,2,110.0
37.74825,-122.50632,Guest suite,Private room,1,1,2,100.0
37.77079,-122.42152,Apartment,Entire home/apt,1,1,30,230.0
37.80218,-122.40678,Condominium,Entire home/apt,1,1,30,301.0
37.77377,-122.42919,House,Private room,3,1,1,99.0
37.78688,-122.40777,Apartment,Private room,1,1,1,89.0
37.75653,-122.40922,House,Private room,1,1,30,88.0
37.73401,-122.44917,House,Entire home/apt,3,4,4,350.0
37.75871,-122.39709,Apartment,Entire home/apt,1,1,3,250.0
37.7558,-122.49787,House,Private room,1,1,1,62.0
37.76032,-122.42886,Apartment,Entire home/apt,1,2,2,180.0
37.74244,-122.42095,House,Entire home/apt,2,3,2,439.0
37.73858,-122.41974,House,Entire home/apt,1,1,30,150.0
37.74721,-122.44611,House,Private room,1,1,7,155.0
37.7408,-122.42101,House,Private room,1,1,30,64.0
37.76654,-122.42393,Apartment,Entire home/apt,1,1,2,224.0
37.75748,-122.44685,Apartment,Entire home/apt,1,1,3,250.0
37.77668,-122.42962,House,Private room,1,1,2,120.0
37.79749,-122.44258,Apartment,Entire home/apt,1,2,4,550.0
37.73056,-122.45176,House,Private room,1,1,2,105.0
37.74559,-122.45257,Apartment,Private room,1,1,30,100.0
37.71339,-122.39833,House,Entire home/apt,1,2,3,250.0
37.74471,-122.45314,Condominium,Private room,1,2,30,250.0
37.77551,-122.42079,Apartment,Entire home/apt,1,1,30,124.0
37.79746,-122.41702,Apartment,Entire home/apt,1,3,90,170.0
37.776,-122.42963,House,Private room,1,1,1,145.0
37.71161,-122.43761,House,Entire home/apt,1,5,2,450.0
37.75889,-122.4375,Apartment,Entire home/apt,2,2,30,126.0
37.73612,-122.4111,House,Private room,1,1,4,89.0
37.79872,-122.40412,Bed and breakfast,Private room,1,1,1,83.0
37.79898,-122.4062,Bed and breakfast,Private room,0,1,1,83.0
37.74501,-122.42361,Apartment,Entire home/apt,1,2,2,250.0
37.79875,-122.40476,Bed and breakfast,Shared room,10,1,1,38.0
37.79747,-122.42511,Hotel,Private room,1,1,1,169.0
37.80151,-122.41982,Apartment,Entire home/apt,1,1,30,105.0
37.79926,-122.40432,Bed and breakfast,Shared room,10,1,1,38.0
37.7828,-122.43221,Townhouse,Private room,1,1,30,85.0
37.78606,-122.41496,Apartment,Private room,1,1,1,89.0
37.79933,-122.40629,Bed and breakfast,Shared room,10,1,1,38.0
37.79845,-122.40445,Bed and breakfast,Shared room,10,1,1,38.0
37.7853,-122.41447,Apartment,Private room,0,1,1,125.0
37.78468,-122.41481,Apartment,Private room,1,1,1,115.0
37.78659,-122.41356,Apartment,Private room,1,1,1,99.0
37.78576,-122.41489,Apartment,Private room,1,1,1,115.0
37.75273,-122.44113,House,Private room,1,1,30,125.0
37.78598,-122.41477,Apartment,Private room,1,1,1,129.0
37.75751,-122.48127,House,Private room,1,1,30,75.0
37.78659,-122.44222,Guest suite,Entire home/apt,1,2,2,325.0
37.7525,-122.44193,House,Private room,1,1,60,125.0
37.77818,-122.47645,Apartment,Entire home/apt,1,2,2,140.0
37.77868,-122.4348,Guest suite,Entire home/apt,1,1,3,225.0
37.75613,-122.48456,Guest suite,Entire home/apt,1,2,2,203.0
37.73126,-122.3987,House,Private room,1,1,1,109.0
37.7933,-122.41463,Guest suite,Entire home/apt,1,1,30,156.0
37.76035,-122.41941,Condominium,Private room,1,1,1,121.0
37.77591,-122.43877,House,Entire home/apt,4,5,3,775.0
37.79748,-122.44592,Apartment,Entire home/apt,1,1,30,148.0
37.78457,-122.41455,Apartment,Private room,1,1,1,156.0
37.7891,-122.4346,House,Private room,1,1,1,139.0
37.75865,-122.4253,Apartment,Private room,1,1,30,160.0
37.79227,-122.42057,Apartment,Private room,1,1,30,100.0
37.75797,-122.501,Apartment,Entire home/apt,1,0,30,90.0
37.77478,-122.44011,Guest suite,Entire home/apt,1,1,30,200.0
37.79095,-122.4199,Apartment,Private room,1,1,30,120.0
37.74919,-122.4348,Condominium,Entire home/apt,1,1,30,192.0
37.76516,-122.43473,House,Entire home/apt,1,1,31,175.0
37.7381,-122.47176,Apartment,Entire home/apt,1,2,3,183.0
37.78681,-122.4093,Apartment,Private room,1,1,1,59.0
37.7873,-122.40958,Apartment,Private room,1,1,1,89.0
37.75837,-122.44262,Apartment,Entire home/apt,1,1,30,100.0
37.78307,-122.44185,Apartment,Private room,1,1,90,93.0
37.74216,-122.43011,Apartment,Private room,1,1,2,65.0
37.79097,-122.40677,Boutique hotel,Private room,1,0,2,350.0
37.79372,-122.41004,Apartment,Entire home/apt,1,1,30,269.0
37.76583,-122.41141,Condominium,Entire home/apt,2,1,5,350.0
37.74458,-122.46284,Guest suite,Entire home/apt,1,1,30,139.0
37.76541,-122.47211,House,Private room,1,1,2,144.0
37.74368,-122.47813,House,Entire home/apt,2,4,3,575.0
37.71013,-122.44643,Apartment,Private room,1,1,30,50.0
37.74314,-122.47728,House,Private room,2,1,1,80.0
37.7418,-122.41068,House,Private room,1,1,2,90.0
37.78506,-122.4493,Apartment,Private room,1,1,30,150.0
37.78876,-122.41162,Serviced apartment,Private room,1,1,2,252.0
37.74286,-122.50267,House,Entire home/apt,1,1,2,185.0
37.77097,-122.41501,Apartment,Entire home/apt,1,1,30,99.0
37.74203,-122.42999,House,Private room,1,1,3,200.0
37.77955,-122.47419,House,Entire home/apt,2,2,4,525.0
37.71052,-122.44645,House,Private room,1,1,30,56.0
37.71011,-122.44631,House,Private room,1,1,30,50.0
37.71165,-122.4462,House,Private room,1,1,30,50.0
37.71011,-122.44644,House,Entire home/apt,1,0,30,50.0
37.75687,-122.4146,Hostel,Shared room,2,1,2,55.0
37.80219,-122.42171,Guest suite,Entire home/apt,1,1,30,250.0
37.77013,-122.44371,Apartment,Entire home/apt,1,1,30,200.0
37.75721,-122.44287,Condominium,Entire home/apt,2,2,120,190.0
37.72982,-122.39172,Guest suite,Private room,1,1,2,118.0
37.77627,-122.44489,Apartment,Entire home/apt,2,2,5,250.0
37.75745,-122.39901,Apartment,Entire home/apt,1,1,2,150.0
37.78656,-122.39379,Condominium,Entire home/apt,1,1,30,200.0
37.75783,-122.41309,Hostel,Shared room,2,1,30,33.0
37.79874,-122.40428,Bed and breakfast,Private room,10,1,1,99.0
37.77612,-122.44048,Apartment,Entire home/apt,1,1,2,240.0
37.72616,-122.3839,Apartment,Private room,1,1,30,55.0
37.72764,-122.38173,Apartment,Private room,1,1,30,59.0
37.75853,-122.41334,Hostel,Shared room,2,1,2,55.0
37.75668,-122.4147,Hostel,Shared room,2,1,30,33.0
37.78397,-122.44245,Condominium,Entire home/apt,1,3,30,200.0
37.74731,-122.43264,Apartment,Entire home/apt,1,2,1,200.0
37.77254,-122.42255,Apartment,Private room,1,1,2,99.0
37.74374,-122.48463,House,Private room,1,1,2,99.0
37.77475,-122.44212,Apartment,Private room,1,1,30,80.0
37.75467,-122.44266,Guest suite,Entire home/apt,1,1,2,200.0
37.78972,-122.43922,Condominium,Entire home/apt,2,3,7,450.0
37.75613,-122.43081,Apartment,Private room,1,1,3,165.0
37.77308,-122.43417,Apartment,Entire home/apt,1,1,7,195.0
37.74604,-122.45255,Apartment,Private room,1,1,30,90.0
37.7587,-122.42124,House,Private room,1,1,4,89.0
37.78559,-122.40874,Serviced apartment,Hotel room,1,1,30,189.0
37.79208,-122.44603,Condominium,Entire home/apt,2,3,30,288.0
37.78832,-122.38879,Condominium,Entire home/apt,2,3,30,350.0
37.75931,-122.38752,Apartment,Private room,1,1,30,85.0
37.75919,-122.43486,Condominium,Entire home/apt,1,1,3,400.0
37.78117,-122.42141,Apartment,Shared room,1,1,1,60.0
37.79713,-122.42571,Hotel,Private room,1,1,1,129.0
37.72615,-122.43128,Apartment,Entire home/apt,1,2,1,135.0
37.76452,-122.42718,Apartment,Entire home/apt,2,2,30,260.0
37.74026,-122.41812,House,Entire home/apt,2,4,5,350.0
37.75709,-122.44323,House,Private room,1,1,1,124.0
37.78093,-122.49425,Apartment,Entire home/apt,1,0,2,178.0
37.71587,-122.44836,House,Private room,1,1,1,80.0
37.77796,-122.4118,Apartment,Entire home/apt,2,2,31,180.0
37.75342,-122.428,Apartment,Entire home/apt,1,1,30,141.0
37.75286,-122.42663,Apartment,Private room,1,1,2,185.0
37.75533,-122.41465,Apartment,Private room,1,1,30,195.0
37.79872,-122.43556,House,Private room,1,1,1,169.0
37.75529,-122.46533,Guest suite,Entire home/apt,1,2,30,135.0
37.74258,-122.48744,Guest suite,Entire home/apt,2,2,3,155.0
37.75446,-122.42399,Apartment,Entire home/apt,1,2,2,250.0
37.7739,-122.44318,Apartment,Entire home/apt,1,2,30,154.0
37.80409,-122.44468,Apartment,Entire home/apt,1,1,30,125.0
37.80438,-122.44344,Apartment,Entire home/apt,2,2,30,283.0
37.79176,-122.42879,Condominium,Entire home/apt,1,2,2,1000.0
37.74035,-122.45319,House,Private room,1,1,1,141.0
37.76004,-122.41809,House,Private room,1,1,3,125.0
37.80123,-122.43199,Apartment,Private room,1,1,1,139.0
37.75437,-122.42954,Apartment,Entire home/apt,1,1,30,165.0
37.75603,-122.4609,House,Entire home/apt,1,1,1,150.0
37.77112,-122.44872,Apartment,Private room,2,4,30,400.0
37.79078,-122.40935,Apartment,Entire home/apt,1,0,30,110.0
37.79095,-122.40769,Apartment,Entire home/apt,1,0,30,110.0
37.76172,-122.47488,Apartment,Entire home/apt,1,2,31,66.0
37.78059,-122.45199,Apartment,Entire home/apt,1,1,30,200.0
37.74722,-122.43507,Apartment,Entire home/apt,1,0,2,215.0
37.72906,-122.41014,House,Entire home/apt,1,1,1,140.0
37.74683,-122.43746,Guest suite,Private room,1,1,2,120.0
37.76413,-122.48369,House,Private room,1,1,2,80.0
37.79911,-122.40567,Apartment,Entire home/apt,2,3,2,625.0
37.79798,-122.43023,Apartment,Entire home/apt,1,1,30,125.0
37.75786,-122.41778,Apartment,Entire home/apt,1,2,30,350.0
37.77452,-122.4449,Apartment,Entire home/apt,1,0,3,250.0
37.7771,-122.43763,Apartment,Private room,1,1,2,144.0
37.72219,-122.43078,House,Private room,1,1,5,60.0
37.78507,-122.45276,House,Entire home/apt,3,3,30,520.0
37.77528,-122.46233,House,Private room,1,1,2,200.0
37.73746,-122.42871,Guest suite,Private room,1,1,2,200.0
37.7886,-122.42086,Hostel,Shared room,2,1,30,79.0
37.7503,-122.44204,House,Entire home/apt,2,3,3,250.0
37.76296,-122.43116,Condominium,Private room,1,1,3,80.0
37.7679,-122.43253,Apartment,Entire home/apt,1,3,30,235.0
37.78827,-122.41506,Apartment,Private room,1,1,3,99.0
37.78899,-122.4155,Apartment,Private room,1,1,3,79.0
37.76393,-122.49695,Apartment,Private room,1,1,30,60.0
37.77832,-122.43975,Condominium,Private room,1,1,6,75.0
37.73904,-122.42665,House,Entire home/apt,1,2,2,275.0
37.75438,-122.39889,Condominium,Entire home/apt,1,3,55,130.0
37.78921,-122.45073,Apartment,Entire home/apt,1,1,1,279.0
37.77588,-122.41902,Apartment,Entire home/apt,1,1,30,249.0
37.73703,-122.41801,Apartment,Entire home/apt,1,3,2,500.0
37.77455,-122.45867,Apartment,Private room,1,1,3,95.0
37.78885,-122.40265,Condominium,Entire home/apt,2,2,1,1300.0
37.78889,-122.40358,Serviced apartment,Entire home/apt,3,3,1,1252.0
37.76291,-122.42165,Apartment,Entire home/apt,2,2,2,1465.0
37.78857,-122.40268,Serviced apartment,Entire home/apt,1,1,1,975.0
37.73437,-122.39534,House,Entire home/apt,1,1,30,109.0
37.75839,-122.41905,House,Entire home/apt,1,1,5,270.0
37.76798,-122.43106,Apartment,Entire home/apt,1,3,30,235.0
37.74011,-122.41993,Townhouse,Private room,1,1,1,80.0
37.80017,-122.40261,Condominium,Entire home/apt,1,2,30,280.0
37.78996,-122.44981,Guest suite,Entire home/apt,1,1,3,140.0
37.79958,-122.40625,Condominium,Entire home/apt,1,2,5,350.0
37.747,-122.50668,Apartment,Entire home/apt,2,3,30,199.0
37.73364,-122.41236,Guest suite,Private room,1,1,3,150.0
37.73523,-122.41404,House,Entire home/apt,2,4,5,233.0
37.75713,-122.41524,House,Entire home/apt,1,3,3,375.0
37.76051,-122.47141,House,Entire home/apt,2,4,3,600.0
37.75316,-122.47053,Guest suite,Entire home/apt,1,1,2,200.0
37.79825,-122.4109,House,Private room,1,1,2,156.0
37.74671,-122.50668,Apartment,Entire home/apt,1,1,2,95.0
37.74494,-122.41034,House,Entire home/apt,2,2,30,200.0
37.72474,-122.45677,House,Private room,1,1,3,90.0
37.75608,-122.43801,Guest suite,Entire home/apt,1,1,1,268.0
37.7638,-122.42614,Guest suite,Entire home/apt,1,1,1,174.0
37.76054,-122.43759,House,Private room,1,1,1,79.0
37.79781,-122.42502,Hotel,Private room,1,1,1,209.0
37.75587,-122.40906,Apartment,Entire home/apt,1,2,2,299.0
37.73951,-122.41373,House,Entire home/apt,1,2,3,245.0
37.75318,-122.50099,Guest suite,Entire home/apt,1,1,2,135.0
37.75671,-122.40802,Guest suite,Entire home/apt,1,1,30,125.0
37.76182,-122.42143,Apartment,Private room,1,1,4,199.0
37.73436,-122.49558,House,Private room,0,1,1,49.0
37.79632,-122.41191,Condominium,Entire home/apt,3,3,1,499.0
37.75239,-122.44196,Apartment,Entire home/apt,3,2,2,300.0
37.71389,-122.39809,Apartment,Entire home/apt,1,0,2,150.0
37.76077,-122.43621,Apartment,Entire home/apt,1,1,30,249.0
37.75539,-122.3973,House,Private room,1,1,1,146.0
37.78852,-122.4022,Loft,Entire home/apt,2,1,30,300.0
37.79748,-122.42566,Hotel,Private room,1,1,1,129.0
37.77177,-122.39404,Apartment,Entire home/apt,1,1,30,229.0
37.8086,-122.41447,Hotel,Private room,1,2,2,688.0
37.74697,-122.41193,House,Entire home/apt,1,2,2,250.0
37.77375,-122.42487,Apartment,Entire home/apt,1,1,30,110.0
37.78578,-122.46193,House,Entire home/apt,1,3,4,450.0
37.74715,-122.43059,Apartment,Entire home/apt,1,2,1,350.0
37.75964,-122.5064,Apartment,Entire home/apt,1,1,30,98.0
37.77585,-122.42641,Apartment,Entire home/apt,1,2,30,255.0
37.78699,-122.3913,Apartment,Entire home/apt,2,2,30,173.0
37.76325,-122.45252,Apartment,Entire home/apt,1,1,30,85.0
37.76982,-122.4216,Apartment,Private room,1,1,1,125.0
37.75488,-122.40235,House,Entire home/apt,1,1,3,160.0
37.79018,-122.41169,Apartment,Entire home/apt,1,0,30,151.0
37.73213,-122.44952,House,Private room,2,1,5,65.0
37.75044,-122.4101,Apartment,Entire home/apt,1,2,4,900.0
37.78881,-122.44,Condominium,Entire home/apt,1,1,4,225.0
37.77832,-122.44561,Condominium,Entire home/apt,1,3,30,3000.0
37.77692,-122.44613,Condominium,Private room,1,1,30,180.0
37.74207,-122.43069,Apartment,Entire home/apt,1,1,1,196.0
37.75341,-122.44033,House,Entire home/apt,2,3,3,500.0
37.77062,-122.4214,Condominium,Private room,1,1,2,240.0
37.79256,-122.42135,House,Private room,1,1,140,200.0
37.75195,-122.44068,House,Private room,1,1,30,99.0
37.799,-122.40668,Condominium,Entire home/apt,1,1,2,250.0
37.75326,-122.43598,House,Entire home/apt,1,1,30,125.0
37.79928,-122.41947,Apartment,Entire home/apt,1,2,30,200.0
37.7726,-122.42814,Condominium,Entire home/apt,1,2,5,342.0
37.75654,-122.41928,Apartment,Private room,1,1,30,89.0
37.75748,-122.47222,House,Private room,1,1,1,129.0
37.79135,-122.40828,Apartment,Entire home/apt,1,1,30,116.0
37.76637,-122.4467,House,Private room,1,1,7,80.0
37.75639,-122.45455,House,Entire home/apt,3,4,3,680.0
37.75821,-122.41969,Loft,Private room,1,1,30,89.0
37.76707,-122.4239,House,Entire home/apt,2,3,30,325.0
37.777,-122.44131,Condominium,Entire home/apt,1,2,4,185.0
37.76974,-122.43695,Condominium,Entire home/apt,2,3,5,370.0
37.7313,-122.46152,Apartment,Entire home/apt,1,0,2,139.0
37.75773,-122.44503,House,Private room,1,1,2,120.0
37.7657,-122.41669,Apartment,Private room,1,1,4,91.0
37.79533,-122.41201,Apartment,Entire home/apt,2,3,30,300.0
37.74172,-122.40851,House,Private room,1,1,3,135.0
37.78836,-122.40916,Condominium,Entire home/apt,1,0,1,249.0
37.7565,-122.40886,Condominium,Entire home/apt,2,3,2,450.0
37.75528,-122.41048,Condominium,Entire home/apt,1,2,4,349.0
37.7495,-122.49164,House,Private room,1,1,1,84.0
37.75316,-122.43722,Guest suite,Entire home/apt,1,1,2,200.0
37.74272,-122.40956,House,Entire home/apt,1,2,30,250.0
37.76283,-122.42547,Condominium,Entire home/apt,1,2,3,265.0
37.77248,-122.4078,Loft,Entire home/apt,1,1,30,250.0
37.71906,-122.43261,Apartment,Entire home/apt,1,2,5,169.0
37.74938,-122.42576,House,Private room,1,1,4,300.0
37.74744,-122.43574,Cottage,Entire home/apt,1,0,4,265.0
37.79034,-122.4348,Apartment,Entire home/apt,1,0,30,129.0
37.76314,-122.42136,Apartment,Private room,1,1,60,50.0
37.74326,-122.41061,Loft,Entire home/apt,1,0,5,114.0
37.76014,-122.43213,Apartment,Entire home/apt,2,2,3,399.0
37.78455,-122.3887,Apartment,Private room,1,1,30,70.0
37.74896,-122.4924,House,Private room,1,1,1,75.0
37.74814,-122.40806,Apartment,Entire home/apt,1,1,3,135.0
37.77751,-122.45683,Apartment,Private room,1,1,30,60.0
37.77681,-122.3972,Loft,Private room,1,1,30,375.0
37.80166,-122.43068,Apartment,Entire home/apt,2,2,30,380.0
37.753,-122.40394,House,Private room,1,1,3,95.0
37.71174,-122.44561,Apartment,Entire home/apt,1,1,30,74.0
37.74818,-122.41884,Townhouse,Entire home/apt,1,2,1,350.0
37.74822,-122.41826,Townhouse,Private room,1,1,1,160.0
37.74895,-122.42927,House,Entire home/apt,2,4,1,1000.0
37.7644,-122.43054,Apartment,Entire home/apt,2,3,30,300.0
37.78472,-122.44666,Condominium,Private room,1,1,2,109.0
37.72836,-122.41643,House,Private room,1,1,2,120.0
37.74694,-122.44858,House,Private room,1,1,5,150.0
37.74135,-122.40938,House,Private room,1,1,3,110.0
37.78858,-122.40949,Condominium,Entire home/apt,1,0,1,259.0
37.77566,-122.44063,Guest suite,Entire home/apt,1,1,2,149.0
37.79781,-122.40554,Apartment,Private room,2,1,30,66.0
37.79879,-122.40542,Apartment,Private room,2,1,30,68.0
37.75749,-122.41599,House,Entire home/apt,1,3,3,295.0
37.74257,-122.41359,House,Private room,1,1,3,105.0
37.75149,-122.39892,House,Private room,1,1,30,80.0
37.80468,-122.40574,Condominium,Entire home/apt,1,2,30,370.0
37.76685,-122.42368,Condominium,Entire home/apt,1,1,14,150.0
37.72059,-122.45216,Apartment,Entire home/apt,1,1,30,105.0
37.72122,-122.45274,Apartment,Entire home/apt,1,0,30,100.0
37.75323,-122.43741,Apartment,Private room,1,1,30,105.0
37.77855,-122.43864,Apartment,Entire home/apt,1,1,30,88.0
37.76719,-122.43668,Apartment,Entire home/apt,1,1,30,219.0
37.75548,-122.42941,House,Entire home/apt,2,3,4,350.0
37.76034,-122.40525,Apartment,Entire home/apt,1,1,1,300.0
37.73477,-122.43194,House,Entire home/apt,1,1,3,300.0
37.75647,-122.4358,Apartment,Entire home/apt,1,0,31,99.0
37.75607,-122.43419,House,Entire home/apt,1,2,30,185.0
37.72962,-122.37163,Townhouse,Entire home/apt,1,2,31,110.0
37.75202,-122.42569,Apartment,Entire home/apt,1,3,3,190.0
37.74096,-122.41656,House,Entire home/apt,1,1,1,159.0
37.7919,-122.41894,Apartment,Entire home/apt,1,1,30,260.0
37.80447,-122.40497,Apartment,Entire home/apt,1,1,30,240.0
37.7876,-122.39844,Condominium,Entire home/apt,1,1,30,252.0
37.78745,-122.41059,Condominium,Entire home/apt,1,0,1,249.0
37.75203,-122.42254,Apartment,Entire home/apt,1,0,1,193.0
37.77532,-122.40768,Loft,Entire home/apt,2,3,30,1000.0
37.74576,-122.4265,House,Entire home/apt,4,4,7,710.0
37.75323,-122.43588,House,Entire home/apt,3,4,5,1000.0
37.78722,-122.40956,Serviced apartment,Entire home/apt,1,1,2,195.0
37.75209,-122.42605,House,Entire home/apt,2,4,4,399.0
37.76338,-122.43698,Apartment,Entire home/apt,1,1,30,150.0
37.75544,-122.43524,Condominium,Entire home/apt,1,2,3,350.0
37.7954,-122.42882,Apartment,Entire home/apt,1,1,30,220.0
37.7649,-122.4214,Apartment,Private room,1,1,2,100.0
37.75598,-122.41525,House,Private room,1,1,1,90.0
37.75338,-122.40633,House,Entire home/apt,1,3,3,400.0
37.78527,-122.42321,Condominium,Entire home/apt,1,1,5,128.0
37.75642,-122.41285,House,Entire home/apt,2,2,3,300.0
37.75634,-122.50365,House,Entire home/apt,1,3,30,219.0
37.75734,-122.50194,House,Entire home/apt,1,2,30,157.0
37.76028,-122.39365,House,Entire home/apt,1,1,3,265.0
37.78066,-122.50563,House,Private room,1,1,3,75.0
37.72428,-122.45723,House,Private room,1,1,3,99.0
37.72558,-122.45747,House,Private room,1,1,3,80.0
37.79424,-122.40929,Apartment,Private room,1,1,30,83.0
37.74858,-122.43582,Apartment,Entire home/apt,1,1,5,225.0
37.77847,-122.43502,Townhouse,Private room,1,1,3,158.0
37.78169,-122.45628,House,Private room,1,1,2,140.0
37.73172,-122.44845,House,Private room,2,1,5,60.0
37.76809,-122.43153,Apartment,Private room,1,1,2,197.0
37.7106,-122.3903,House,Entire home/apt,1,2,30,170.0
37.78622,-122.42438,Apartment,Entire home/apt,1,1,30,100.0
37.7195,-122.45674,Guest suite,Entire home/apt,1,1,3,95.0
37.79569,-122.41708,House,Private room,1,1,1,159.0
37.76999,-122.42268,Apartment,Entire home/apt,1,2,3,245.0
37.71728,-122.45269,House,Private room,1,1,7,219.0
37.73632,-122.43691,House,Private room,1,1,2,75.0
37.7778,-122.45934,House,Private room,2,1,3,125.0
37.75688,-122.46785,House,Entire home/apt,2,3,30,190.0
37.75073,-122.42647,House,Private room,1,1,30,93.0
37.75369,-122.42261,Condominium,Entire home/apt,1,1,1,150.0
37.77498,-122.44355,Condominium,Private room,1,1,2,88.0
37.74963,-122.42995,Guest suite,Private room,1,1,2,125.0
37.7638,-122.50732,Apartment,Private room,1,1,3,190.0
37.74331,-122.41974,Apartment,Entire home/apt,1,4,5,250.0
37.74736,-122.4249,Condominium,Private room,1,1,3,115.0
37.74236,-122.47229,Guest suite,Entire home/apt,1,0,2,179.0
37.76463,-122.47456,House,Entire home/apt,2,3,6,240.0
37.75853,-122.50506,House,Private room,1,1,3,99.0
37.71062,-122.43532,House,Entire home/apt,1,2,2,174.0
37.73806,-122.50623,House,Entire home/apt,1,2,30,350.0
37.79926,-122.40476,Bed and breakfast,Shared room,10,1,1,38.0
37.79845,-122.40478,Bed and breakfast,Shared room,10,1,1,38.0
37.72677,-122.46832,House,Private room,1,1,2,53.0
37.7752,-122.43765,Apartment,Entire home/apt,1,0,90,132.0
37.73048,-122.44176,Apartment,Private room,1,1,30,50.0
37.8055,-122.44802,House,Entire home/apt,4,3,3,1000.0
37.73512,-122.39764,House,Private room,1,1,3,129.0
37.78621,-122.40967,Apartment,Private room,1,1,1,110.0
37.78832,-122.40982,Condominium,Entire home/apt,1,0,3,449.0
37.7769,-122.42613,Apartment,Entire home/apt,1,1,30,120.0
